epoch,lr,train loss,train acc,test loss,test acc
0,0.01,4.006007152948624,7.82,3.8534198632607093,11.98
1,0.009999383162408303,3.3154709357481735,18.788,3.1005389598699717,23.72
2,0.009997532801828659,2.7838468490502772,28.842,2.675647598046523,32.22
3,0.00999444937480985,2.427190077610505,36.022,2.3165713533377037,38.81
4,0.009990133642141357,2.148165492522411,42.146,2.199643381131001,41.74
5,0.00998458666866564,1.9588808551812784,46.406,1.950749064103151,47.07
6,0.0099778098230154,1.815380598948552,50.148,1.8949213043237343,48.73
7,0.009969804777275899,1.7054050286610922,52.828,1.9729499022165935,48.7
8,0.00996057350657239,1.6215323347311754,55.064,1.8826175393202367,50.92
9,0.009950118288582789,1.557261197689252,56.306,1.7455956553801513,53.04
10,0.009938441702975689,1.496163148452074,57.984,1.6789903747729766,54.59
11,0.00992554663077387,1.4468269256445079,59.092,1.8438797073486524,52.36
12,0.009911436253643444,1.4097198137870202,60.038,1.6262314029228992,55.52
13,0.009896114053108829,1.374558518635921,61.126,1.4957244014128661,59.28
14,0.009879583809693738,1.3371433472022032,61.718,1.5560571291507819,58.19
15,0.009861849601988383,1.312666315298814,62.374,1.6516492397357256,55.58
16,0.009842915805643155,1.2837279755335587,63.452,1.6164903457348163,57.55
17,0.00982278709228899,1.2611979076495536,63.868,1.4878971591973915,59.68
18,0.009801468428384716,1.2491384183749175,64.168,1.516706373447027,59.26
19,0.00977896507399165,1.2189852320230925,65.01,1.4935385905779326,59.25
20,0.009755282581475769,1.2144636988639832,65.134,1.4330773521692326,61.28
21,0.009730426794137726,1.18927931311803,65.89,1.487916947939457,58.98
22,0.009704403844771128,1.1792538228707437,66.136,1.5677233521754925,58.6
23,0.009677220154149338,1.1619242909627083,66.586,1.520115620050675,59.34
24,0.009648882429441256,1.1611506692874125,66.588,1.435140528740027,61.15
25,0.009619397662556433,1.1419566833055936,67.186,1.4855829255703168,59.91
26,0.009588773128419905,1.1277969221274058,67.396,1.3902955437317872,62.04
27,0.009557016383177226,1.1180314302444458,67.848,1.521298082975241,59.53
28,0.009524135262330098,1.100645451515149,68.31,1.6235602375788567,57.81
29,0.009490137878803078,1.1105622783685343,67.892,1.5458334684371948,59.7
30,0.00945503262094184,1.0791989418176504,68.88,1.4765922580009851,59.34
31,0.009418828150443467,1.0765327533086142,68.998,1.4173350441150177,61.54
32,0.009381533400219317,1.0739160326810984,69.028,1.4257627175404475,61.81
33,0.009343157572190957,1.0698052210685534,69.068,1.3265617871895814,63.9
34,0.009303710135019719,1.0559234775029696,69.44,1.4650547695465577,61.11
35,0.009263200821770462,1.0428048676405197,69.858,1.393243670463562,62.55
36,0.009221639627510075,1.0372649205036653,70.058,1.3824353202795372,62.44
37,0.009179036806841352,1.0438177331899985,69.74,1.4247536475841815,61.54
38,0.009135402871372808,1.0282000636443114,70.314,1.4006055280184135,61.63
39,0.009090748587125117,1.0154466043680141,70.496,1.393923582174839,62.27
40,0.009045084971874737,1.0121054618786542,70.704,1.291126663868244,64.28
41,0.008998423292435455,1.0023753395447363,70.672,1.4291554597707896,62.09
42,0.008950775061878451,0.997562738106801,70.954,1.370360098588161,62.57
43,0.008902152036691648,0.9887060733941885,71.234,1.4411667157442143,62.14
44,0.008852566213878947,0.9885605229781225,71.416,1.5317015449206035,59.91
45,0.008802029828000156,0.981987382662602,71.484,1.3802397495661027,62.96
