epoch,lr,train loss,train acc,test loss,test acc
0,0.1,3.9816833331034736,8.178,3.932345995536217,11.39
1,0.09990133642141358,3.3760715557978704,17.892,3.322854002316793,20.43
2,0.0996057350657239,2.869341125855079,27.216,3.050301872766935,26.6
3,0.09911436253643445,2.525937241774339,34.174,2.4223169057797165,37.77
4,0.09842915805643156,2.2532672154597746,39.962,2.2807541886965432,40.05
5,0.09755282581475769,2.055749773673522,44.688,2.101824334034553,44.98
6,0.09648882429441258,1.8933458364926852,48.236,2.0352897216112185,45.65
7,0.09524135262330098,1.7573227267998917,51.184,1.9129842259945014,49.58
8,0.09381533400219318,1.654081340936514,54.118,1.96618328950344,49.03
9,0.09221639627510075,1.568858914803236,56.084,1.8376612158922048,51.56
10,0.09045084971874738,1.5003544755471059,57.974,1.7062527231681042,54.53
11,0.08852566213878947,1.4352625177456781,59.5,1.8468474058004527,52.34
12,0.08644843137107058,1.375328124486483,60.92,1.6038104769511101,56.78
13,0.08422735529643444,1.3207168038074786,62.328,1.6866139479172535,56.33
14,0.08187119948743449,1.283261161431288,63.388,1.5733575897339063,58.21
15,0.07938926261462367,1.2394266878947233,64.63,1.5397915840148926,57.96
16,0.07679133974894983,1.193284503924541,65.67,1.3977396931403723,61.86
17,0.07408768370508577,1.1479002295396268,66.826,1.4568976072164683,61.0
18,0.07128896457825364,1.1010934566840147,68.116,1.5269223222365746,58.59
19,0.06840622763423392,1.0675782734002823,69.054,1.3596758483312068,63.0
20,0.06545084971874737,1.0302129329779208,69.808,1.3404642397012465,62.7
21,0.062434494358242734,0.9798513363569211,71.6,1.3896662226090064,62.19
22,0.05936906572928624,0.9484710780473856,72.178,1.384361988458878,63.03
23,0.05626666167821523,0.8943284560472538,73.624,1.3022848268349965,64.49
24,0.05313952597646568,0.8648509101989942,74.532,1.2684794740799146,65.71
25,0.05,0.8105319909560375,75.866,1.2593625149665735,65.73
26,0.04686047402353433,0.7674470550738848,77.13,1.2300645579130223,67.78
27,0.0437333383217848,0.7249187732354189,78.292,1.2379192786339002,66.79
28,0.04063093427071377,0.6880676183180932,79.398,1.308154080922787,66.04
29,0.03756550564175726,0.6331988672415415,81.116,1.1741427022677202,67.85
30,0.03454915028125265,0.5816824289468618,82.554,1.1631969075936537,69.05
31,0.03159377236576612,0.5372778234573511,83.684,1.1692299124522088,69.3
32,0.02871103542174637,0.47863384974308504,85.546,1.1111607245909862,70.08
33,0.02591231629491423,0.4253838210533827,87.306,1.1805614576889918,70.14
34,0.02320866025105016,0.3774858059027256,88.796,1.1114590809895442,70.8
35,0.02061073738537635,0.3208045129592602,90.306,1.109167035573568,71.1
36,0.018128800512565515,0.26580577744887424,92.202,1.1215620507032444,71.69
37,0.015772644703565566,0.2199327791730563,93.688,1.096028663409062,72.18
38,0.013551568628929435,0.17672899040656212,95.122,1.1044193101234925,73.68
39,0.011474337861210543,0.13004671833836115,96.65,1.1005725761254628,73.51
40,0.009549150281252633,0.09995429249337086,97.622,1.0997746533308275,73.78
41,0.007783603724899258,0.07533400489542728,98.382,1.0689013439875383,74.09
42,0.006184665997806821,0.05808186261222149,98.888,1.0750514291799986,74.53
43,0.004758647376699033,0.04570456331786819,99.24,1.073568684168351,74.82
44,0.0035111757055874327,0.036794415350334765,99.524,1.0709825983414283,74.94
45,0.0024471741852423235,0.033060658123726265,99.602,1.0583594135749035,75.16
46,0.0015708419435684518,0.029803437307381477,99.642,1.0631192196638157,75.12
47,0.000885637463565564,0.028108309460087466,99.71,1.0651788749755957,74.99
48,0.0003942649342761118,0.026795343629633768,99.732,1.0606267009025965,75.11
49,9.866357858642206e-05,0.02581668274047283,99.742,1.0620653568170009,75.16
