epoch,lr,train loss,train acc,test loss,test acc
0,0.1,3.9816833331034736,8.178,3.932345995536217,11.39
1,0.09997532801828658,3.3762512983419954,17.892,3.2494782362228785,21.29
2,0.09990133642141358,2.8751829232925026,27.03,3.226608795997424,24.58
3,0.099778098230154,2.5237153120529956,34.284,2.51927012969286,34.73
4,0.0996057350657239,2.2569578060737023,39.97,2.2589345146448183,40.19
5,0.0993844170297569,2.064593673058045,44.302,2.256625309968606,42.84
6,0.09911436253643445,1.9063029426794786,47.866,2.0624276307912974,45.72
7,0.09879583809693737,1.778623060691051,50.716,1.8759399056434631,49.88
8,0.09842915805643156,1.6818594608551416,53.478,1.900016018977532,49.45
9,0.09801468428384716,1.6023826660254064,55.188,2.0635380362853026,47.5
10,0.09755282581475769,1.5370015226877654,56.808,1.8833835675166204,49.95
11,0.09704403844771128,1.4792249431976905,58.312,1.79829057210531,52.44
12,0.09648882429441258,1.4350359574342386,59.474,1.7521314483422499,52.99
13,0.09588773128419906,1.3883161578422938,60.746,1.7042648547734969,54.58
14,0.09524135262330098,1.3751257988122794,60.908,1.5443651171830983,58.27
15,0.09455032620941839,1.3202894169550676,62.424,1.59616331412242,57.43
16,0.09381533400219318,1.2994749003495925,63.066,1.5472805102666218,59.29
17,0.09303710135019719,1.26355607570746,63.986,1.6272160838811824,58.3
18,0.09221639627510075,1.2574253308467376,63.99,1.598431720183446,57.74
19,0.0913540287137281,1.208698475666535,65.324,1.621410622046544,56.99
20,0.09045084971874738,1.2065087530857477,65.462,1.4578037300170996,60.12
21,0.08950775061878452,1.172890644807082,66.366,1.4830487018976457,60.36
22,0.08852566213878947,1.1562021101132418,66.902,1.5482555566689906,59.52
23,0.08750555348152299,1.1334155819354914,67.186,1.402829347512661,61.39
24,0.08644843137107058,1.138529456120271,67.324,1.3880342825865135,61.6
25,0.08535533905932738,1.1014681820686048,68.196,1.5869279182874239,59.11
26,0.08422735529643444,1.0759284326663383,68.936,1.391751570579333,62.52
27,0.0830655932661826,1.0521721008496407,69.292,1.5153045165233123,58.75
28,0.08187119948743449,1.0539281968887035,69.39,1.448519888596657,61.81
29,0.08064535268264883,1.0371814770576282,70.0,1.3671751434986408,62.21
30,0.07938926261462367,1.0110684261872218,70.444,1.431305353458111,61.03
31,0.07810416889260655,1.0012903649073381,70.934,1.3990441446120923,62.12
32,0.07679133974894983,0.9785558006702325,71.662,1.29318445844528,64.24
33,0.07545207078751857,0.9685162856028631,71.554,1.3615268751596794,63.12
34,0.07408768370508577,0.9514993430712284,72.332,1.3794639599628937,63.91
35,0.07269952498697733,0.9322607364410009,72.636,1.3538164656895857,64.25
36,0.07128896457825364,0.9121947666009267,73.172,1.4322063219852936,61.61
37,0.06985739453173903,0.8973026361220923,73.5,1.3439999184547327,63.81
38,0.06840622763423392,0.8799550201648321,74.198,1.3901140506450946,63.24
39,0.06693689601226459,0.8583114894536825,74.764,1.24743007008846,66.32
40,0.06545084971874737,0.8402782320976258,75.208,1.296949626543583,64.4
41,0.06394955530196147,0.827681357279802,75.714,1.2570344286087232,65.94
42,0.062434494358242734,0.8043854617155515,76.168,1.2354465180482619,66.11
43,0.06090716206982714,0.7872900129892887,76.762,1.26986271295792,66.21
44,0.05936906572928624,0.7722325257765941,77.2,1.2875161071618397,65.74
45,0.05782172325201155,0.7524745857104277,77.552,1.2957505866503105,65.16
46,0.05626666167821523,0.7253510465988746,78.41,1.2706574216867104,66.91
47,0.05470541566592572,0.7104340350016569,78.796,1.3040377673430321,66.09
48,0.05313952597646568,0.6860888429941275,79.608,1.1751696719573095,68.24
49,0.05157053795390642,0.6757543271168684,79.744,1.2536026117129204,67.27
50,0.05,0.6445961793263754,80.86,1.184038112560908,67.96
51,0.04842946204609359,0.6208674869476221,81.32,1.2157702973255744,68.14
52,0.04686047402353433,0.5981717066122936,81.998,1.276187973144727,66.81
53,0.04529458433407429,0.5908817727596332,82.21,1.199569039619886,67.89
54,0.0437333383217848,0.5633908439905215,83.062,1.2346438261178823,67.62
55,0.042178276747988463,0.5364095505231466,83.788,1.2188620964686077,68.73
56,0.04063093427071377,0.5207950479709185,84.216,1.1414424929863367,69.95
57,0.03909283793017289,0.4954581441787573,85.262,1.1953077843556037,68.71
58,0.03756550564175726,0.46974982894383943,85.912,1.2120449787531145,68.98
59,0.036050444698038545,0.4525541445383659,86.216,1.1678633445348494,69.78
60,0.03454915028125265,0.4313540900746981,87.128,1.139805371944721,70.69
61,0.03306310398773543,0.41079886116278475,87.794,1.2097790837287903,68.67
62,0.03159377236576612,0.38600722119594233,88.474,1.1570174128581316,70.23
63,0.030142605468260964,0.3563480613323358,89.452,1.1246699622044196,69.94
64,0.02871103542174637,0.329848324526579,90.258,1.1570448867785625,70.91
65,0.027300475013022664,0.3148621364281728,90.774,1.2381316041335082,70.45
66,0.02591231629491423,0.29190700424787325,91.424,1.1447770855365655,70.87
67,0.024547929212481435,0.2578800510137509,92.594,1.1594724082029784,71.07
68,0.02320866025105016,0.242946784503949,92.848,1.1245203576026819,71.02
69,0.021895831107393467,0.22001829454914118,93.74,1.1879190122469878,71.28
70,0.02061073738537635,0.19750355229927943,94.5,1.1563240251480005,72.17
71,0.019354647317351172,0.16815694209474782,95.41,1.0980664124855628,73.29
72,0.018128800512565515,0.15437365636611597,95.926,1.1474753068043635,72.86
73,0.016934406733817416,0.13892862424254418,96.326,1.1276534375471947,72.43
74,0.015772644703565566,0.11562314060253975,97.098,1.074031718266316,74.24
75,0.014644660940672627,0.09518436715006828,97.732,1.0749144806311681,74.0
76,0.013551568628929435,0.07128795716816035,98.368,1.0187655312892718,74.42
77,0.012494446518477021,0.05890006216195149,98.804,1.0416857191385367,74.89
78,0.011474337861210543,0.04735867103131918,99.128,1.0391264099341173,75.78
79,0.01049224938121548,0.03800205890662395,99.388,1.041549408282989,76.03
80,0.009549150281252633,0.030822020248533824,99.542,1.012357505468222,76.11
81,0.008645971286271915,0.026524012330441903,99.688,1.002928702877118,76.35
82,0.007783603724899258,0.02215107341344731,99.754,0.9881998930986111,76.77
83,0.006962898649802813,0.01979591419490484,99.816,0.9927948934909625,76.2
84,0.006184665997806821,0.017157923400354307,99.868,0.9744613434259708,76.46
85,0.005449673790581611,0.016295308197060456,99.872,0.9689887173664875,76.77
86,0.004758647376699033,0.01529410099491286,99.908,0.9676960294063275,76.68
87,0.004112268715800955,0.014490664922274077,99.918,0.9666530249210504,76.9
88,0.0035111757055874327,0.013875452978297686,99.916,0.9666652247691766,76.88
89,0.0029559615522887273,0.013570140757096501,99.93,0.9512934073423728,77.03
90,0.0024471741852423235,0.013348170485681831,99.938,0.9546304375697405,77.04
91,0.0019853157161528524,0.012852899949902144,99.936,0.9570391350067579,76.84
92,0.0015708419435684518,0.012647561700298236,99.96,0.9527671719208742,76.9
93,0.0012041619030626338,0.012394313839001534,99.952,0.948064311956748,77.04
94,0.000885637463565564,0.012151495965484243,99.954,0.9501560246333097,77.03
95,0.0006155829702431171,0.011960761012652745,99.958,0.9481575469940137,77.07
96,0.0003942649342761118,0.012132061522406264,99.96,0.9468099077542623,77.07
97,0.0002219017698460002,0.012151662180295739,99.966,0.9462126256563724,77.0
98,9.866357858642206e-05,0.01195139634446838,99.96,0.9503117559047846,77.07
99,2.467198171342e-05,0.011798900015986501,99.96,0.9491776331112936,77.01
100,0.1,4.162237927217323,6.754,5.0257559556227465,1.04
101,0.09997532801828658,3.887256922477331,6.95,3.6112481355667114,11.58
102,0.09990133642141358,3.2283155643022976,18.342,3.081820784470974,22.85
103,0.099778098230154,2.6669118508314473,29.48,2.7675355947934666,29.08
104,0.0996057350657239,2.2785255921192658,38.484,2.195316371245262,40.38
105,0.0993844170297569,1.9686049198492979,45.674,2.0891509438172364,43.09
106,0.09911436253643445,1.7850830359336658,50.228,1.9918224933819892,47.07
107,0.09879583809693737,1.6407991210619608,53.872,1.9761431156060634,48.65
108,0.09842915805643156,1.5357228768177522,56.782,1.6986519694328308,53.51
109,0.09801468428384716,1.4652800942078614,58.562,1.6201770550165422,56.16
110,0.09755282581475769,1.3968960725344144,60.25,1.6936180194218953,53.44
111,0.09704403844771128,1.3529979103650802,61.41,1.6460283215229328,57.56
112,0.09648882429441258,1.3040475217195657,62.758,1.7078675948656523,54.96
113,0.09588773128419906,1.2751685243386488,63.744,1.487570284268795,59.13
114,0.09524135262330098,1.2388056825368832,64.602,1.4286732597228808,60.7
115,0.09455032620941839,1.2155482006378664,65.098,1.5358199186814137,59.68
116,0.09381533400219318,1.204664708712162,65.29,1.48862091700236,59.38
117,0.09303710135019719,1.1672103111560528,66.572,1.4667661174749718,60.59
118,0.09221639627510075,1.1452103952566783,67.01,1.3819307891222148,61.97
119,0.0913540287137281,1.122902739353669,67.782,1.4721517654565663,59.58
120,0.09045084971874738,1.112308913316482,67.988,1.4426087614817498,61.84
121,0.08950775061878452,1.0832212009491065,69.06,1.348209682183388,62.75
122,0.08852566213878947,1.0854250955276,68.856,1.619280335230705,59.85
123,0.08750555348152299,1.0719538954588084,68.944,1.3196115340941992,63.07
124,0.08644843137107058,1.0491886134331043,69.542,1.3298572156673822,63.07
125,0.08535533905932738,1.0292499201420027,70.076,1.4619392019051771,62.2
126,0.08422735529643444,1.0113375650002405,70.466,1.3511961836081285,62.74
127,0.0830655932661826,0.9965350632484142,71.128,1.3444051788403437,63.0
128,0.08187119948743449,0.9849694598943759,71.168,1.3075033372793443,63.74
129,0.08064535268264883,0.976440563874367,71.628,1.3873049326432056,63.23
130,0.07938926261462367,0.9556966022039071,71.988,1.3836419200285888,62.23
131,0.07810416889260655,0.9466399813309694,72.242,1.535682303783221,60.65
132,0.07679133974894983,0.9218777853709,72.83,1.3519878074144707,64.24
133,0.07545207078751857,0.9082473412538186,73.118,1.2960224747657776,64.25
134,0.07408768370508577,0.8909244118592679,73.786,1.2633363337088854,65.74
135,0.07269952498697733,0.8752685612592942,74.186,1.289063578996903,65.51
136,0.07128896457825364,0.8623097574099516,74.842,1.3510660040072906,63.61
137,0.06985739453173903,0.8427967065419906,75.178,1.269853752392989,65.67
138,0.06840622763423392,0.8313334439045343,75.53,1.3213008290682084,65.16
139,0.06693689601226459,0.8105746646722157,76.036,1.3253419643793352,65.08
140,0.06545084971874737,0.7884164683329753,76.772,1.2299821422650263,66.11
141,0.06394955530196147,0.7847996959319481,76.75,1.278607073502663,66.11
142,0.062434494358242734,0.7631749609341988,77.306,1.2016662305746324,67.02
143,0.06090716206982714,0.7508570945415741,77.688,1.3021719776667082,65.45
144,0.05936906572928624,0.7249155451089908,78.452,1.2090505025325677,67.1
145,0.05782172325201155,0.7069229362866818,79.046,1.2339253440881386,67.05
146,0.05626666167821523,0.6803956829584562,79.466,1.2245396207540462,67.84
147,0.05470541566592572,0.6695091058810552,80.176,1.3137543514752998,65.17
148,0.05313952597646568,0.654667516778677,80.5,1.2458604795810504,67.4
149,0.05157053795390642,0.627229325282268,81.104,1.1765840603755071,68.68
150,0.05,0.6191425595528041,81.508,1.247294728572552,67.14
151,0.04842946204609359,0.5905348511078419,82.3,1.1708448078387823,69.12
152,0.04686047402353433,0.5776588386450059,82.774,1.2039341498643925,68.05
153,0.04529458433407429,0.5469944683405069,83.466,1.1685431676033216,68.99
154,0.0437333383217848,0.5307552154247578,84.082,1.2039327262303767,68.36
155,0.042178276747988463,0.5163870871831209,84.388,1.1678464328631377,69.36
156,0.04063093427071377,0.48999311198026707,85.03,1.170082532442533,69.76
157,0.03909283793017289,0.4562760761915109,86.216,1.106386355100534,71.06
158,0.03756550564175726,0.4458843767260894,86.534,1.1845671144815593,70.15
159,0.036050444698038545,0.41665957661775443,87.526,1.145274879076542,70.42
160,0.03454915028125265,0.3928066157759764,88.226,1.1311871875555088,70.17
161,0.03306310398773543,0.3718630629472243,88.674,1.0820883283248315,72.1
162,0.03159377236576612,0.3599945254432849,89.266,1.140027614740225,70.51
163,0.030142605468260964,0.33152873267730076,90.208,1.1496858031321795,70.83
164,0.02871103542174637,0.2991038013345156,91.206,1.121841516250219,72.08
165,0.027300475013022664,0.29135657189748226,91.38,1.1478502635772412,71.55
166,0.02591231629491423,0.2686390611987848,92.092,1.1918498568045788,71.45
167,0.024547929212481435,0.24302666603754727,92.956,1.0870987956340497,72.38
168,0.02320866025105016,0.21203484867627803,93.982,1.117893045529341,71.94
169,0.021895831107393467,0.19434626144476427,94.504,1.0674964800859108,72.64
170,0.02061073738537635,0.17338648967635936,95.218,1.0760734746089349,73.98
171,0.019354647317351172,0.15528958619405062,95.758,1.0306312434184246,74.24
172,0.018128800512565515,0.12954663502482267,96.682,1.075594229575915,74.02
173,0.016934406733817416,0.11132642935292843,97.216,1.075328168960718,74.58
174,0.015772644703565566,0.08954591440180174,97.928,1.0442807246477177,74.47
175,0.014644660940672627,0.07212977257963174,98.4,0.9688882682567987,76.07
176,0.013551568628929435,0.060730165844926465,98.792,1.0196663370499244,76.01
177,0.012494446518477021,0.0486689678608225,99.08,0.9796056991968399,76.06
178,0.011474337861210543,0.04045612218861396,99.386,0.9616991755289909,76.64
179,0.01049224938121548,0.032206932235604675,99.528,0.9633473066183237,77.1
180,0.009549150281252633,0.026905976758839992,99.692,0.94758251729684,77.37
181,0.008645971286271915,0.02461356985120055,99.726,0.9448016499861692,77.11
182,0.007783603724899258,0.02184818729471702,99.772,0.947197825098649,77.94
183,0.006962898649802813,0.018998094024853064,99.862,0.9180378375145105,77.93
184,0.006184665997806821,0.017417629848783596,99.87,0.9269424783877838,77.63
185,0.005449673790581611,0.01738234267880519,99.892,0.8994967490434647,78.12
186,0.004758647376699033,0.0167036594894643,99.884,0.9118200296010727,77.97
187,0.004112268715800955,0.015177094819358526,99.916,0.9095829354646878,78.17
188,0.0035111757055874327,0.01476369343029383,99.922,0.9094692281423471,78.03
189,0.0029559615522887273,0.01418795814522757,99.93,0.9045197176627624,78.25
190,0.0024471741852423235,0.013903193598469863,99.94,0.9006414715296183,78.2
191,0.0019853157161528524,0.013658467087990199,99.934,0.9025393009949954,78.19
192,0.0015708419435684518,0.013417545599767412,99.942,0.9029275400516314,78.03
193,0.0012041619030626338,0.013507079532465492,99.938,0.9056878781471497,78.03
194,0.000885637463565564,0.013118259677997766,99.946,0.9002005366178659,78.1
195,0.0006155829702431171,0.012471753586895572,99.97,0.901282052963208,77.93
196,0.0003942649342761118,0.012679797401412939,99.96,0.8988139530022939,78.04
197,0.0002219017698460002,0.0125969944235224,99.958,0.8989546425067462,78.13
198,9.866357858642206e-05,0.012486658782626574,99.946,0.9008641907801995,78.11
199,2.467198171342e-05,0.012515042172983671,99.962,0.90210182315264,78.03
